Run_name	WM_retained	CSF_retained
/scratch/jsein/BIDS/EcritApp/derivatives/fmriprep/sub-052/func/sub-052_task-regularity_run-2_desc-confounds_timeseries.json	1	14
/scratch/jsein/BIDS/EcritApp/derivatives/fmriprep/sub-052/func/sub-052_task-regularity_run-3_desc-confounds_timeseries.json	2	13
/scratch/jsein/BIDS/EcritApp/derivatives/fmriprep/sub-052/func/sub-052_task-regularity_run-4_desc-confounds_timeseries.json	1	16
/scratch/jsein/BIDS/EcritApp/derivatives/fmriprep/sub-054/func/sub-054_task-localizer_desc-confounds_timeseries.json	13	21
/scratch/jsein/BIDS/EcritApp/derivatives/fmriprep/sub-054/func/sub-054_task-regularity_run-1_desc-confounds_timeseries.json	11	18
/scratch/jsein/BIDS/EcritApp/derivatives/fmriprep/sub-054/func/sub-054_task-regularity_run-2_desc-confounds_timeseries.json	8	20
/scratch/jsein/BIDS/EcritApp/derivatives/fmriprep/sub-054/func/sub-054_task-regularity_run-3_desc-confounds_timeseries.json	7	19
/scratch/jsein/BIDS/EcritApp/derivatives/fmriprep/sub-054/func/sub-054_task-regularity_run-4_desc-confounds_timeseries.json	7	18
/scratch/jsein/BIDS/EcritApp/derivatives/fmriprep/sub-055/func/sub-055_task-localizer_desc-confounds_timeseries.json	9	22
/scratch/jsein/BIDS/EcritApp/derivatives/fmriprep/sub-055/func/sub-055_task-regularity_run-1_desc-confounds_timeseries.json	12	24
/scratch/jsein/BIDS/EcritApp/derivatives/fmriprep/sub-055/func/sub-055_task-regularity_run-2_desc-confounds_timeseries.json	20	34
/scratch/jsein/BIDS/EcritApp/derivatives/fmriprep/sub-056/func/sub-056_task-localizer_desc-confounds_timeseries.json	5	17
/scratch/jsein/BIDS/EcritApp/derivatives/fmriprep/sub-056/func/sub-056_task-regularity_run-1_desc-confounds_timeseries.json	10	18
/scratch/jsein/BIDS/EcritApp/derivatives/fmriprep/sub-056/func/sub-056_task-regularity_run-2_desc-confounds_timeseries.json	9	19
/scratch/jsein/BIDS/EcritApp/derivatives/fmriprep/sub-056/func/sub-056_task-regularity_run-3_desc-confounds_timeseries.json	10	18
/scratch/jsein/BIDS/EcritApp/derivatives/fmriprep/sub-056/func/sub-056_task-regularity_run-4_desc-confounds_timeseries.json	12	20
/scratch/jsein/BIDS/EcritApp/derivatives/fmriprep/sub-057/func/sub-057_task-localizer_desc-confounds_timeseries.json	5	20
/scratch/jsein/BIDS/EcritApp/derivatives/fmriprep/sub-057/func/sub-057_task-regularity_run-1_desc-confounds_timeseries.json	4	26
/scratch/jsein/BIDS/EcritApp/derivatives/fmriprep/sub-057/func/sub-057_task-regularity_run-2_desc-confounds_timeseries.json	8	27
/scratch/jsein/BIDS/EcritApp/derivatives/fmriprep/sub-057/func/sub-057_task-regularity_run-3_desc-confounds_timeseries.json	7	30
/scratch/jsein/BIDS/EcritApp/derivatives/fmriprep/sub-061/func/sub-061_task-localizer_desc-confounds_timeseries.json	1	13
/scratch/jsein/BIDS/EcritApp/derivatives/fmriprep/sub-061/func/sub-061_task-regularity_run-1_desc-confounds_timeseries.json	0	18
/scratch/jsein/BIDS/EcritApp/derivatives/fmriprep/sub-061/func/sub-061_task-regularity_run-2_desc-confounds_timeseries.json	1	18
/scratch/jsein/BIDS/EcritApp/derivatives/fmriprep/sub-061/func/sub-061_task-regularity_run-3_desc-confounds_timeseries.json	0	17
/scratch/jsein/BIDS/EcritApp/derivatives/fmriprep/sub-061/func/sub-061_task-regularity_run-4_desc-confounds_timeseries.json	1	18
/scratch/jsein/BIDS/EcritApp/derivatives/fmriprep/sub-062/func/sub-062_task-localizer_desc-confounds_timeseries.json	0	16
/scratch/jsein/BIDS/EcritApp/derivatives/fmriprep/sub-062/func/sub-062_task-regularity_run-1_desc-confounds_timeseries.json	1	18
/scratch/jsein/BIDS/EcritApp/derivatives/fmriprep/sub-062/func/sub-062_task-regularity_run-2_desc-confounds_timeseries.json	1	17
/scratch/jsein/BIDS/EcritApp/derivatives/fmriprep/sub-062/func/sub-062_task-regularity_run-3_desc-confounds_timeseries.json	1	16
/scratch/jsein/BIDS/EcritApp/derivatives/fmriprep/sub-062/func/sub-062_task-regularity_run-4_desc-confounds_timeseries.json	1	18
/scratch/jsein/BIDS/EcritApp/derivatives/fmriprep/sub-063/func/sub-063_task-localizer_desc-confounds_timeseries.json	1	19
/scratch/jsein/BIDS/EcritApp/derivatives/fmriprep/sub-063/func/sub-063_task-regularity_run-1_desc-confounds_timeseries.json	1	17
/scratch/jsein/BIDS/EcritApp/derivatives/fmriprep/sub-063/func/sub-063_task-regularity_run-2_desc-confounds_timeseries.json	1	18
/scratch/jsein/BIDS/EcritApp/derivatives/fmriprep/sub-063/func/sub-063_task-regularity_run-3_desc-confounds_timeseries.json	1	22
/scratch/jsein/BIDS/EcritApp/derivatives/fmriprep/sub-063/func/sub-063_task-regularity_run-4_desc-confounds_timeseries.json	1	21
/scratch/jsein/BIDS/EcritApp/derivatives/fmriprep/sub-064/func/sub-064_task-localizer_desc-confounds_timeseries.json	1	13
/scratch/jsein/BIDS/EcritApp/derivatives/fmriprep/sub-064/func/sub-064_task-regularity_run-1_desc-confounds_timeseries.json	1	22
/scratch/jsein/BIDS/EcritApp/derivatives/fmriprep/sub-064/func/sub-064_task-regularity_run-2_desc-confounds_timeseries.json	0	20
/scratch/jsein/BIDS/EcritApp/derivatives/fmriprep/sub-064/func/sub-064_task-regularity_run-3_desc-confounds_timeseries.json	1	22
/scratch/jsein/BIDS/EcritApp/derivatives/fmriprep/sub-064/func/sub-064_task-regularity_run-4_desc-confounds_timeseries.json	0	17
/scratch/jsein/BIDS/EcritApp/derivatives/fmriprep/sub-065/func/sub-065_task-localizer_desc-confounds_timeseries.json	1	16
/scratch/jsein/BIDS/EcritApp/derivatives/fmriprep/sub-065/func/sub-065_task-regularity_run-1_desc-confounds_timeseries.json	1	19
/scratch/jsein/BIDS/EcritApp/derivatives/fmriprep/sub-065/func/sub-065_task-regularity_run-2_desc-confounds_timeseries.json	1	19
/scratch/jsein/BIDS/EcritApp/derivatives/fmriprep/sub-065/func/sub-065_task-regularity_run-3_desc-confounds_timeseries.json	1	17
/scratch/jsein/BIDS/EcritApp/derivatives/fmriprep/sub-065/func/sub-065_task-regularity_run-4_desc-confounds_timeseries.json	0	18
/scratch/jsein/BIDS/EcritApp/derivatives/fmriprep/sub-066/func/sub-066_task-localizer_desc-confounds_timeseries.json	0	11
/scratch/jsein/BIDS/EcritApp/derivatives/fmriprep/sub-066/func/sub-066_task-regularity_run-1_desc-confounds_timeseries.json	0	10
/scratch/jsein/BIDS/EcritApp/derivatives/fmriprep/sub-066/func/sub-066_task-regularity_run-2_desc-confounds_timeseries.json	0	10
/scratch/jsein/BIDS/EcritApp/derivatives/fmriprep/sub-066/func/sub-066_task-regularity_run-3_desc-confounds_timeseries.json	1	13
/scratch/jsein/BIDS/EcritApp/derivatives/fmriprep/sub-066/func/sub-066_task-regularity_run-4_desc-confounds_timeseries.json	0	12
/scratch/jsein/BIDS/EcritApp/derivatives/fmriprep/sub-067/func/sub-067_task-localizer_desc-confounds_timeseries.json	1	16
/scratch/jsein/BIDS/EcritApp/derivatives/fmriprep/sub-067/func/sub-067_task-regularity_run-1_desc-confounds_timeseries.json	0	21
/scratch/jsein/BIDS/EcritApp/derivatives/fmriprep/sub-067/func/sub-067_task-regularity_run-2_desc-confounds_timeseries.json	5	22
/scratch/jsein/BIDS/EcritApp/derivatives/fmriprep/sub-067/func/sub-067_task-regularity_run-3_desc-confounds_timeseries.json	1	19
/scratch/jsein/BIDS/EcritApp/derivatives/fmriprep/sub-067/func/sub-067_task-regularity_run-4_desc-confounds_timeseries.json	2	17
/scratch/jsein/BIDS/EcritApp/derivatives/fmriprep/sub-068/func/sub-068_task-localizer_desc-confounds_timeseries.json	0	17
/scratch/jsein/BIDS/EcritApp/derivatives/fmriprep/sub-068/func/sub-068_task-regularity_run-1_desc-confounds_timeseries.json	0	16
/scratch/jsein/BIDS/EcritApp/derivatives/fmriprep/sub-068/func/sub-068_task-regularity_run-2_desc-confounds_timeseries.json	0	14
/scratch/jsein/BIDS/EcritApp/derivatives/fmriprep/sub-068/func/sub-068_task-regularity_run-3_desc-confounds_timeseries.json	1	14
/scratch/jsein/BIDS/EcritApp/derivatives/fmriprep/sub-068/func/sub-068_task-regularity_run-4_desc-confounds_timeseries.json	1	16
/scratch/jsein/BIDS/EcritApp/derivatives/fmriprep/sub-069/func/sub-069_task-localizer_desc-confounds_timeseries.json	1	16
/scratch/jsein/BIDS/EcritApp/derivatives/fmriprep/sub-069/func/sub-069_task-regularity_run-1_desc-confounds_timeseries.json	1	18
/scratch/jsein/BIDS/EcritApp/derivatives/fmriprep/sub-069/func/sub-069_task-regularity_run-2_desc-confounds_timeseries.json	1	20
/scratch/jsein/BIDS/EcritApp/derivatives/fmriprep/sub-069/func/sub-069_task-regularity_run-3_desc-confounds_timeseries.json	1	19
/scratch/jsein/BIDS/EcritApp/derivatives/fmriprep/sub-069/func/sub-069_task-regularity_run-4_desc-confounds_timeseries.json	2	22
/scratch/jsein/BIDS/EcritApp/derivatives/fmriprep/sub-070/func/sub-070_task-localizer_desc-confounds_timeseries.json	0	14
/scratch/jsein/BIDS/EcritApp/derivatives/fmriprep/sub-070/func/sub-070_task-regularity_run-1_desc-confounds_timeseries.json	1	20
/scratch/jsein/BIDS/EcritApp/derivatives/fmriprep/sub-070/func/sub-070_task-regularity_run-2_desc-confounds_timeseries.json	0	22
/scratch/jsein/BIDS/EcritApp/derivatives/fmriprep/sub-070/func/sub-070_task-regularity_run-3_desc-confounds_timeseries.json	0	18
/scratch/jsein/BIDS/EcritApp/derivatives/fmriprep/sub-070/func/sub-070_task-regularity_run-4_desc-confounds_timeseries.json	0	18
/scratch/jsein/BIDS/EcritApp/derivatives/fmriprep/sub-071/func/sub-071_task-localizer_desc-confounds_timeseries.json	2	16
/scratch/jsein/BIDS/EcritApp/derivatives/fmriprep/sub-071/func/sub-071_task-regularity_run-1_desc-confounds_timeseries.json	2	14
/scratch/jsein/BIDS/EcritApp/derivatives/fmriprep/sub-071/func/sub-071_task-regularity_run-2_desc-confounds_timeseries.json	1	14
/scratch/jsein/BIDS/EcritApp/derivatives/fmriprep/sub-071/func/sub-071_task-regularity_run-3_desc-confounds_timeseries.json	1	14
/scratch/jsein/BIDS/EcritApp/derivatives/fmriprep/sub-071/func/sub-071_task-regularity_run-4_desc-confounds_timeseries.json	1	14
/scratch/jsein/BIDS/EcritApp/derivatives/fmriprep/sub-072/func/sub-072_task-localizer_desc-confounds_timeseries.json	0	18
/scratch/jsein/BIDS/EcritApp/derivatives/fmriprep/sub-072/func/sub-072_task-regularity_run-1_desc-confounds_timeseries.json	0	21
/scratch/jsein/BIDS/EcritApp/derivatives/fmriprep/sub-072/func/sub-072_task-regularity_run-2_desc-confounds_timeseries.json	0	22
/scratch/jsein/BIDS/EcritApp/derivatives/fmriprep/sub-072/func/sub-072_task-regularity_run-3_desc-confounds_timeseries.json	0	22
/scratch/jsein/BIDS/EcritApp/derivatives/fmriprep/sub-072/func/sub-072_task-regularity_run-4_desc-confounds_timeseries.json	1	23
/scratch/jsein/BIDS/EcritApp/derivatives/fmriprep/sub-073/func/sub-073_task-localizer_desc-confounds_timeseries.json	1	20
/scratch/jsein/BIDS/EcritApp/derivatives/fmriprep/sub-073/func/sub-073_task-regularity_run-1_desc-confounds_timeseries.json	0	19
/scratch/jsein/BIDS/EcritApp/derivatives/fmriprep/sub-073/func/sub-073_task-regularity_run-2_desc-confounds_timeseries.json	0	21
/scratch/jsein/BIDS/EcritApp/derivatives/fmriprep/sub-073/func/sub-073_task-regularity_run-3_desc-confounds_timeseries.json	1	20
/scratch/jsein/BIDS/EcritApp/derivatives/fmriprep/sub-073/func/sub-073_task-regularity_run-4_desc-confounds_timeseries.json	1	23
/scratch/jsein/BIDS/EcritApp/derivatives/fmriprep/sub-074/func/sub-074_task-localizer_desc-confounds_timeseries.json	1	13
/scratch/jsein/BIDS/EcritApp/derivatives/fmriprep/sub-074/func/sub-074_task-regularity_run-1_desc-confounds_timeseries.json	1	16
/scratch/jsein/BIDS/EcritApp/derivatives/fmriprep/sub-074/func/sub-074_task-regularity_run-2_desc-confounds_timeseries.json	0	15
/scratch/jsein/BIDS/EcritApp/derivatives/fmriprep/sub-074/func/sub-074_task-regularity_run-3_desc-confounds_timeseries.json	0	17
/scratch/jsein/BIDS/EcritApp/derivatives/fmriprep/sub-074/func/sub-074_task-regularity_run-4_desc-confounds_timeseries.json	0	25
/scratch/jsein/BIDS/EcritApp/derivatives/fmriprep/sub-075/func/sub-075_task-localizer_desc-confounds_timeseries.json	3	15
/scratch/jsein/BIDS/EcritApp/derivatives/fmriprep/sub-075/func/sub-075_task-regularity_run-1_desc-confounds_timeseries.json	1	16
/scratch/jsein/BIDS/EcritApp/derivatives/fmriprep/sub-075/func/sub-075_task-regularity_run-2_desc-confounds_timeseries.json	1	12
/scratch/jsein/BIDS/EcritApp/derivatives/fmriprep/sub-075/func/sub-075_task-regularity_run-3_desc-confounds_timeseries.json	1	14
/scratch/jsein/BIDS/EcritApp/derivatives/fmriprep/sub-075/func/sub-075_task-regularity_run-4_desc-confounds_timeseries.json	3	17
/scratch/jsein/BIDS/EcritApp/derivatives/fmriprep/sub-076/func/sub-076_task-localizer_desc-confounds_timeseries.json	1	14
/scratch/jsein/BIDS/EcritApp/derivatives/fmriprep/sub-076/func/sub-076_task-regularity_run-1_desc-confounds_timeseries.json	1	17
/scratch/jsein/BIDS/EcritApp/derivatives/fmriprep/sub-076/func/sub-076_task-regularity_run-2_desc-confounds_timeseries.json	0	18
/scratch/jsein/BIDS/EcritApp/derivatives/fmriprep/sub-076/func/sub-076_task-regularity_run-3_desc-confounds_timeseries.json	0	19
/scratch/jsein/BIDS/EcritApp/derivatives/fmriprep/sub-076/func/sub-076_task-regularity_run-4_desc-confounds_timeseries.json	0	20
/scratch/jsein/BIDS/EcritApp/derivatives/fmriprep/sub-077/func/sub-077_task-localizer_desc-confounds_timeseries.json	2	19
/scratch/jsein/BIDS/EcritApp/derivatives/fmriprep/sub-077/func/sub-077_task-regularity_run-1_desc-confounds_timeseries.json	2	19
/scratch/jsein/BIDS/EcritApp/derivatives/fmriprep/sub-077/func/sub-077_task-regularity_run-2_desc-confounds_timeseries.json	2	18
/scratch/jsein/BIDS/EcritApp/derivatives/fmriprep/sub-077/func/sub-077_task-regularity_run-3_desc-confounds_timeseries.json	3	24
/scratch/jsein/BIDS/EcritApp/derivatives/fmriprep/sub-077/func/sub-077_task-regularity_run-4_desc-confounds_timeseries.json	1	21
/scratch/jsein/BIDS/EcritApp/derivatives/fmriprep/sub-078/func/sub-078_task-localizer_desc-confounds_timeseries.json	0	20
/scratch/jsein/BIDS/EcritApp/derivatives/fmriprep/sub-078/func/sub-078_task-regularity_run-1_desc-confounds_timeseries.json	1	25
/scratch/jsein/BIDS/EcritApp/derivatives/fmriprep/sub-078/func/sub-078_task-regularity_run-2_desc-confounds_timeseries.json	1	24
/scratch/jsein/BIDS/EcritApp/derivatives/fmriprep/sub-078/func/sub-078_task-regularity_run-3_desc-confounds_timeseries.json	1	23
/scratch/jsein/BIDS/EcritApp/derivatives/fmriprep/sub-078/func/sub-078_task-regularity_run-4_desc-confounds_timeseries.json	1	19
/scratch/jsein/BIDS/EcritApp/derivatives/fmriprep/sub-079/func/sub-079_task-localizer_desc-confounds_timeseries.json	2	18
/scratch/jsein/BIDS/EcritApp/derivatives/fmriprep/sub-079/func/sub-079_task-regularity_run-1_desc-confounds_timeseries.json	5	24
/scratch/jsein/BIDS/EcritApp/derivatives/fmriprep/sub-079/func/sub-079_task-regularity_run-2_desc-confounds_timeseries.json	3	23
/scratch/jsein/BIDS/EcritApp/derivatives/fmriprep/sub-079/func/sub-079_task-regularity_run-3_desc-confounds_timeseries.json	6	28
/scratch/jsein/BIDS/EcritApp/derivatives/fmriprep/sub-079/func/sub-079_task-regularity_run-4_desc-confounds_timeseries.json	4	25
/scratch/jsein/BIDS/EcritApp/derivatives/fmriprep/sub-080/func/sub-080_task-localizer_desc-confounds_timeseries.json	0	19
/scratch/jsein/BIDS/EcritApp/derivatives/fmriprep/sub-080/func/sub-080_task-regularity_run-1_desc-confounds_timeseries.json	1	14
/scratch/jsein/BIDS/EcritApp/derivatives/fmriprep/sub-080/func/sub-080_task-regularity_run-2_desc-confounds_timeseries.json	0	15
/scratch/jsein/BIDS/EcritApp/derivatives/fmriprep/sub-080/func/sub-080_task-regularity_run-3_desc-confounds_timeseries.json	0	16
/scratch/jsein/BIDS/EcritApp/derivatives/fmriprep/sub-080/func/sub-080_task-regularity_run-4_desc-confounds_timeseries.json	1	14
/scratch/jsein/BIDS/EcritApp/derivatives/fmriprep/sub-081/func/sub-081_task-localizer_desc-confounds_timeseries.json	1	12
/scratch/jsein/BIDS/EcritApp/derivatives/fmriprep/sub-081/func/sub-081_task-regularity_run-1_desc-confounds_timeseries.json	1	16
/scratch/jsein/BIDS/EcritApp/derivatives/fmriprep/sub-081/func/sub-081_task-regularity_run-2_desc-confounds_timeseries.json	2	16
/scratch/jsein/BIDS/EcritApp/derivatives/fmriprep/sub-081/func/sub-081_task-regularity_run-3_desc-confounds_timeseries.json	1	17
/scratch/jsein/BIDS/EcritApp/derivatives/fmriprep/sub-081/func/sub-081_task-regularity_run-4_desc-confounds_timeseries.json	0	15
/scratch/jsein/BIDS/EcritApp/derivatives/fmriprep/sub-082/func/sub-082_task-localizer_desc-confounds_timeseries.json	1	19
/scratch/jsein/BIDS/EcritApp/derivatives/fmriprep/sub-082/func/sub-082_task-regularity_run-1_desc-confounds_timeseries.json	2	20
/scratch/jsein/BIDS/EcritApp/derivatives/fmriprep/sub-082/func/sub-082_task-regularity_run-2_desc-confounds_timeseries.json	1	20
/scratch/jsein/BIDS/EcritApp/derivatives/fmriprep/sub-082/func/sub-082_task-regularity_run-3_desc-confounds_timeseries.json	2	17
/scratch/jsein/BIDS/EcritApp/derivatives/fmriprep/sub-082/func/sub-082_task-regularity_run-4_desc-confounds_timeseries.json	3	21
/scratch/jsein/BIDS/EcritApp/derivatives/fmriprep/sub-083/func/sub-083_task-localizer_desc-confounds_timeseries.json	3	19
/scratch/jsein/BIDS/EcritApp/derivatives/fmriprep/sub-083/func/sub-083_task-regularity_run-1_desc-confounds_timeseries.json	2	21
/scratch/jsein/BIDS/EcritApp/derivatives/fmriprep/sub-083/func/sub-083_task-regularity_run-2_desc-confounds_timeseries.json	3	19
/scratch/jsein/BIDS/EcritApp/derivatives/fmriprep/sub-083/func/sub-083_task-regularity_run-3_desc-confounds_timeseries.json	5	25
/scratch/jsein/BIDS/EcritApp/derivatives/fmriprep/sub-083/func/sub-083_task-regularity_run-4_desc-confounds_timeseries.json	5	24
/scratch/jsein/BIDS/EcritApp/derivatives/fmriprep/sub-084/func/sub-084_task-localizer_desc-confounds_timeseries.json	1	19
/scratch/jsein/BIDS/EcritApp/derivatives/fmriprep/sub-084/func/sub-084_task-regularity_run-1_desc-confounds_timeseries.json	1	24
/scratch/jsein/BIDS/EcritApp/derivatives/fmriprep/sub-084/func/sub-084_task-regularity_run-2_desc-confounds_timeseries.json	1	24
/scratch/jsein/BIDS/EcritApp/derivatives/fmriprep/sub-084/func/sub-084_task-regularity_run-3_desc-confounds_timeseries.json	1	23
/scratch/jsein/BIDS/EcritApp/derivatives/fmriprep/sub-084/func/sub-084_task-regularity_run-4_desc-confounds_timeseries.json	1	23
/scratch/jsein/BIDS/EcritApp/derivatives/fmriprep/sub-085/func/sub-085_task-localizer_desc-confounds_timeseries.json	5	14
/scratch/jsein/BIDS/EcritApp/derivatives/fmriprep/sub-085/func/sub-085_task-regularity_run-1_desc-confounds_timeseries.json	7	26
/scratch/jsein/BIDS/EcritApp/derivatives/fmriprep/sub-085/func/sub-085_task-regularity_run-2_desc-confounds_timeseries.json	6	24
/scratch/jsein/BIDS/EcritApp/derivatives/fmriprep/sub-085/func/sub-085_task-regularity_run-3_desc-confounds_timeseries.json	8	24
/scratch/jsein/BIDS/EcritApp/derivatives/fmriprep/sub-085/func/sub-085_task-regularity_run-4_desc-confounds_timeseries.json	8	23
/scratch/jsein/BIDS/EcritApp/derivatives/fmriprep/sub-086/func/sub-086_task-localizer_desc-confounds_timeseries.json	1	14
/scratch/jsein/BIDS/EcritApp/derivatives/fmriprep/sub-086/func/sub-086_task-regularity_run-1_desc-confounds_timeseries.json	1	18
/scratch/jsein/BIDS/EcritApp/derivatives/fmriprep/sub-086/func/sub-086_task-regularity_run-2_desc-confounds_timeseries.json	1	18
/scratch/jsein/BIDS/EcritApp/derivatives/fmriprep/sub-086/func/sub-086_task-regularity_run-3_desc-confounds_timeseries.json	0	16
/scratch/jsein/BIDS/EcritApp/derivatives/fmriprep/sub-086/func/sub-086_task-regularity_run-4_desc-confounds_timeseries.json	1	15
/scratch/jsein/BIDS/EcritApp/derivatives/fmriprep/sub-087/func/sub-087_task-localizer_desc-confounds_timeseries.json	1	14
/scratch/jsein/BIDS/EcritApp/derivatives/fmriprep/sub-087/func/sub-087_task-regularity_run-1_desc-confounds_timeseries.json	0	14
/scratch/jsein/BIDS/EcritApp/derivatives/fmriprep/sub-087/func/sub-087_task-regularity_run-2_desc-confounds_timeseries.json	0	13
/scratch/jsein/BIDS/EcritApp/derivatives/fmriprep/sub-087/func/sub-087_task-regularity_run-3_desc-confounds_timeseries.json	0	13
/scratch/jsein/BIDS/EcritApp/derivatives/fmriprep/sub-087/func/sub-087_task-regularity_run-4_desc-confounds_timeseries.json	0	14
/scratch/jsein/BIDS/EcritApp/derivatives/fmriprep/sub-088/func/sub-088_task-localizer_desc-confounds_timeseries.json	2	21
/scratch/jsein/BIDS/EcritApp/derivatives/fmriprep/sub-088/func/sub-088_task-regularity_run-1_desc-confounds_timeseries.json	1	29
/scratch/jsein/BIDS/EcritApp/derivatives/fmriprep/sub-088/func/sub-088_task-regularity_run-2_desc-confounds_timeseries.json	4	24
/scratch/jsein/BIDS/EcritApp/derivatives/fmriprep/sub-088/func/sub-088_task-regularity_run-3_desc-confounds_timeseries.json	0	29
/scratch/jsein/BIDS/EcritApp/derivatives/fmriprep/sub-088/func/sub-088_task-regularity_run-4_desc-confounds_timeseries.json	2	23
